Model,Pattern,Length,Occurrence count,Next result,Accuracy %,Stream,Pattern Structure
Model 1,GRRRRRRGGGR,11,3,R,100.0,R/G,
Model 1,GRRGGRGRGRG,11,3,R,100.0,R/G,
Model 1,RRRRRRRRGGG,11,3,R,100.0,R/G,
Model 1,RGGGGGRRGGG,11,3,G,100.0,R/G,
Model 1,RRRRGGGRGGG,11,3,R,100.0,R/G,
Model 1,GRRRRRRGGRR,11,3,R,100.0,R/G,
Model 1,BGBRSRSRSRBGBRSRBRSRSR,11,3,BR,100.0,Combined_SB_RG,
Model 1,BGBGSRSRBRBRBGBGBGBGSG,11,3,SR,100.0,Combined_SB_RG,
Model 1,SRSRSRBGBRSGSRBGSGBRSG,11,3,SR,100.0,Combined_SB_RG,
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,01213100031
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,01020301221
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,00122212310
Model 2 (Structural),,11,3,BR,100.0,Combined_SB_RG,01222012122
Model 2 (Structural),,11,3,BG,100.0,Combined_SB_RG,01021013031
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,00112200003
Model 2 (Structural),,11,3,BG,100.0,Combined_SB_RG,01110100121
Model 2 (Structural),,11,3,SG,100.0,Combined_SB_RG,00110210303
Model 2 (Structural),,11,3,SG,100.0,Combined_SB_RG,00100212001
Model 2 (Structural),,11,3,BG,100.0,Combined_SB_RG,01210021301
Model 2 (Structural),,11,3,BG,100.0,Combined_SB_RG,01002112313
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,01203231110
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,01211210100
Model 2 (Structural),,11,3,BG,100.0,Combined_SB_RG,01212210211
Model 2 (Structural),,11,3,SR,100.0,Combined_SB_RG,00012301323
Model 2 (Structural),,11,3,BG,100.0,Combined_SB_RG,00112032130
Model 2 (Structural),,11,3,SG,100.0,Combined_SB_RG,00112111133
Model 3 (Cycle),RRRGRRGRRRGR,12,11,R -> G -> R -> G -> R,100.0,R/G,
Model 3 (Cycle),GGGGGRRRRGRR,12,11,R -> R -> G -> R -> G,100.0,R/G,
Model 3 (Cycle),GGGGGGRGRRRR,12,11,R -> G -> R -> R -> R,100.0,R/G,
Model 2 (Structural),,12,11,R,100.0,R/G,011010000011
Model 3 (Cycle),BSSBBBBBBBBB,12,10,S -> S -> B -> B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSSBSBSSB,12,10,B -> S -> B -> S -> B,100.0,S/B,
Model 2 (Structural),,12,10,B,100.0,S/B,011111101111
Model 1,GGRRRGRRRRRG,12,10,G,100.0,R/G,
Model 3 (Cycle),GRRGRRGGGGRR,12,10,R -> R -> G -> R -> G,100.0,R/G,
Model 3 (Cycle),GRRRRGRRRRRR,12,10,R -> R -> G -> R -> G,100.0,R/G,
Model 2 (Structural),,12,10,R,100.0,R/G,000001100101
Model 2 (Structural),,12,10,R,100.0,R/G,010000100000
Model 3 (Cycle),BBSBBSBSBSSB,12,9,B -> B -> B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSBBBBSSS,12,9,S -> S -> B,100.0,S/B,
Model 1,SBBBBBBSBBBB,12,9,B,100.0,S/B,
Model 3 (Cycle),BSSSBBSBBBBS,12,9,B -> B -> S,100.0,S/B,
Model 3 (Cycle),BBSBSSBSBBBB,12,9,S -> B -> B -> S,100.0,S/B,
Model 3 (Cycle),BBSBBSSBBSBB,12,9,S -> B -> S -> S,100.0,S/B,
Model 2 (Structural),,12,9,S,100.0,S/B,011011100111
Model 3 (Cycle),GRGGGGRRGRGR,12,9,R -> R -> G -> G,100.0,R/G,
Model 3 (Cycle),RGRGGGGRGRGR,12,9,G -> G -> R -> G,100.0,R/G,
Model 3 (Cycle),GGRRRRRGRRRG,12,9,R -> R -> G -> R,100.0,R/G,
Model 3 (Cycle),RGGGRRRGGGGR,12,9,R -> G -> G,100.0,R/G,
Model 3 (Cycle),RGGGGRRGRRGG,12,9,R -> G -> G -> G,100.0,R/G,
Model 3 (Cycle),RGGRRGGGGGGG,12,9,R -> R -> G -> R,100.0,R/G,
Model 3 (Cycle),BSBBSBSBSSBB,12,8,B -> S -> S -> S,100.0,S/B,
Model 3 (Cycle),BBBSSSBSSSSS,12,8,B -> S,100.0,S/B,
Model 3 (Cycle),SSSSSSSSBSSS,12,8,B -> B -> B -> S,100.0,S/B,
Model 1,BSBSSBSSSSBB,12,8,S,100.0,S/B,
Model 3 (Cycle),BSSSSBBBSBBS,12,8,S -> B -> S -> S,100.0,S/B,
Model 3 (Cycle),SBBSSSBBSSBS,12,8,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BBBSSSSSSSBB,12,8,S -> B -> B,100.0,S/B,
Model 3 (Cycle),BSBBSBBSBBBS,12,8,S -> B -> S,100.0,S/B,
Model 3 (Cycle),BBBSBBSBSBBS,12,8,S -> S -> B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSSBBBSBS,12,8,S -> B -> S -> S,100.0,S/B,
Model 1,SSSBBSBSSBBB,12,8,S,100.0,S/B,
Model 3 (Cycle),BSBSSBSBBBSB,12,8,S -> S -> S -> B,100.0,S/B,
Model 3 (Cycle),SBBSSSSBSBBB,12,8,B -> S -> S -> B,100.0,S/B,
Model 3 (Cycle),BSBBSBSSBBSS,12,8,B -> S -> S -> B,100.0,S/B,
Model 1,SSSSSBSBBSSB,12,8,S,100.0,S/B,
Model 3 (Cycle),BSSBBSBSBBSB,12,8,B -> S -> S,100.0,S/B,
Model 3 (Cycle),BBBBSBBBBBSB,12,8,S -> B,100.0,S/B,
Model 3 (Cycle),SBBSBSSSBBSB,12,8,S -> B,100.0,S/B,
Model 2 (Structural),,12,8,B,100.0,S/B,010101110001
Model 2 (Structural),,12,8,B,100.0,S/B,001101011010
Model 2 (Structural),,12,8,B,100.0,S/B,010011111000
Model 3 (Cycle),RGRRRRRGGRGR,12,8,R -> G -> R -> R,100.0,R/G,
Model 3 (Cycle),GGGGRGGRRRGR,12,8,R -> R -> G,100.0,R/G,
Model 3 (Cycle),RGRRRRGGGGGG,12,8,G -> G -> G -> R,100.0,R/G,
Model 3 (Cycle),GGGGGRGRGGRR,12,8,R -> G,100.0,R/G,
Model 3 (Cycle),RRRRRGGRRRGG,12,8,R -> G -> R,100.0,R/G,
Model 3 (Cycle),RGGRGGGGGGGG,12,8,R -> G,100.0,R/G,
Model 1,GGGGGGGGRGRR,12,8,R,100.0,R/G,
Model 3 (Cycle),GRRRRGGGGRRG,12,8,G -> G -> R -> G,100.0,R/G,
Model 3 (Cycle),GGRGRRGGGGGG,12,8,G -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGRGGRRRGGR,12,8,R -> R -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGGRRRRGRGG,12,8,R -> G -> R,100.0,R/G,
Model 3 (Cycle),GGGGRRRRGRRR,12,8,R -> G -> G -> R,100.0,R/G,
Model 1,RRRRRGRRGGRR,12,8,G,100.0,R/G,
Model 3 (Cycle),GGGRRRGGGGRG,12,8,R -> G,100.0,R/G,
Model 3 (Cycle),GRRRRGGRRGRG,12,8,R -> G -> G -> R,100.0,R/G,
Model 3 (Cycle),GRRGRGGRRRRG,12,8,R -> R -> G -> R,100.0,R/G,
Model 3 (Cycle),RGRRRRGGGGRR,12,8,G -> G -> G -> R,100.0,R/G,
Model 3 (Cycle),GGGGGGGGGGGG,12,8,G -> R,100.0,R/G,
Model 2 (Structural),,12,8,G,100.0,R/G,010111110000
Model 2 (Structural),,12,8,G,100.0,R/G,010010000011
Model 2 (Structural),,12,8,G,100.0,R/G,010101111101
Model 2 (Structural),,12,8,R,100.0,R/G,011111010110
Model 1,SBSBSBBBSSSB,12,7,B,100.0,S/B,
Model 3 (Cycle),BBBBSBBBBSBS,12,7,S -> B -> S,100.0,S/B,
Model 1,BBBSBBBBSBSS,12,7,S,100.0,S/B,
Model 3 (Cycle),SBSSSSSSSBSB,12,7,B -> S -> B,100.0,S/B,
Model 1,BBBSBBBSBSSB,12,7,S,100.0,S/B,
Model 3 (Cycle),BBBSBBBSSBSB,12,7,B -> S -> S,100.0,S/B,
Model 3 (Cycle),BSSSSBSBSSSS,12,7,B -> S,100.0,S/B,
Model 3 (Cycle),BBSSBBBSBSSS,12,7,B -> B -> S,100.0,S/B,
Model 1,SBBBSBBSSBSB,12,7,S,100.0,S/B,
Model 1,BSBSBSBSBSSB,12,7,S,100.0,S/B,
Model 3 (Cycle),BSBSSSBSBBSS,12,7,B -> S -> S,100.0,S/B,
Model 3 (Cycle),SBBBSBSBBBBS,12,7,B -> S,100.0,S/B,
Model 1,SSBBBSBSBSBB,12,7,S,100.0,S/B,
Model 1,BBSSSBBSSSSB,12,7,S,100.0,S/B,
Model 3 (Cycle),BBBBSBBBSSBS,12,7,S -> B -> B,100.0,S/B,
Model 1,SSBSBSSBSBBB,12,7,S,100.0,S/B,
Model 3 (Cycle),SSBSBBBSBBSS,12,7,B -> B -> S,100.0,S/B,
Model 3 (Cycle),SSBBSSBSBSBS,12,7,S -> S -> B,100.0,S/B,
Model 1,SSBBSBBSSSBS,12,7,B,100.0,S/B,
Model 3 (Cycle),BBBSSSBSBSBS,12,7,B -> S -> B,100.0,S/B,
Model 2 (Structural),,12,7,B,100.0,S/B,010001101001
Model 2 (Structural),,12,7,B,100.0,S/B,011010100100
Model 2 (Structural),,12,7,S,100.0,S/B,000100001011
Model 2 (Structural),,12,7,S,100.0,S/B,010000000010
Model 2 (Structural),,12,7,S,100.0,S/B,010010000111
Model 3 (Cycle),GRRGRRGRGRRR,12,7,G -> G -> R,100.0,R/G,
Model 1,RGRGGGGGRRRR,12,7,G,100.0,R/G,
Model 3 (Cycle),RRRGRRGRRRRR,12,7,G -> G -> R,100.0,R/G,
Model 1,GGRRGRGRRGRR,12,7,R,100.0,R/G,
Model 3 (Cycle),GRRGRRRGGRGG,12,7,G -> R,100.0,R/G,
Model 3 (Cycle),GGGGGRGGGGGG,12,7,R -> G -> G,100.0,R/G,
Model 1,GGGGGGGRGGRG,12,7,R,100.0,R/G,
Model 3 (Cycle),RRGGGGGGGGRG,12,7,G -> R,100.0,R/G,
Model 3 (Cycle),GGRGGRRRGRRR,12,7,R -> R -> G,100.0,R/G,
Model 1,GGRRRRGGRGGG,12,7,R,100.0,R/G,
Model 1,RGGGRGGGGGRR,12,7,G,100.0,R/G,
Model 1,GRGRGRRGRGRG,12,7,G,100.0,R/G,
Model 3 (Cycle),RRGRGRGGRGRG,12,7,R -> G -> R,100.0,R/G,
Model 3 (Cycle),RRGRGGGGRRGR,12,7,G -> G -> R,100.0,R/G,
Model 3 (Cycle),GGGRRGGGGGGR,12,7,G -> R -> R,100.0,R/G,
Model 1,RRRGGGGGGGRR,12,7,G,100.0,R/G,
Model 3 (Cycle),GGGGGGRGGGRG,12,7,R -> G -> R,100.0,R/G,
Model 3 (Cycle),RGGRGRGGRGGR,12,7,G -> R -> R,100.0,R/G,
Model 1,GRRRGRRGRRRG,12,7,R,100.0,R/G,
Model 3 (Cycle),GGRRRRGRGGRR,12,7,R -> G -> R,100.0,R/G,
Model 1,GRRRRRRRRGRR,12,7,G,100.0,R/G,
Model 1,GRGGGRGGRGGG,12,7,R,100.0,R/G,
Model 3 (Cycle),RRGGGRGGRGGG,12,7,G -> R,100.0,R/G,
Model 3 (Cycle),GGGGGGRGRGGG,12,7,R -> R -> G,100.0,R/G,
Model 1,RRRRGRRGRGRR,12,7,G,100.0,R/G,
Model 3 (Cycle),GGGRGRRGGGRG,12,7,G -> R -> R,100.0,R/G,
Model 3 (Cycle),RRRGGGGGRRRG,12,7,R -> G -> R,100.0,R/G,
Model 1,GRGRGGGRRRGR,12,7,R,100.0,R/G,
Model 3 (Cycle),RRRGGGGRGRGG,12,7,R -> G -> R,100.0,R/G,
Model 3 (Cycle),GRGRGRGGGGGG,12,7,G -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGGGRGRGGGG,12,7,R -> G -> G,100.0,R/G,
Model 3 (Cycle),RRGGGGGRGGRR,12,7,R -> G -> R,100.0,R/G,
Model 3 (Cycle),RGGGGGGRRRRG,12,7,R -> G -> R,100.0,R/G,
Model 2 (Structural),,12,7,G,100.0,R/G,001101100110
Model 2 (Structural),,12,7,R,100.0,R/G,000000111110
Model 2 (Structural),,12,7,R,100.0,R/G,000111010100
Model 2 (Structural),,12,7,R,100.0,R/G,011110110011
Model 1,BSSBSBSBBSBB,12,6,B,100.0,S/B,
Model 3 (Cycle),SBBSSSSSBBBS,12,6,S -> B -> S,100.0,S/B,
Model 1,BSBBBBSBBBBS,12,6,B,100.0,S/B,
Model 3 (Cycle),SSSBSSBSSSSS,12,6,S -> B,100.0,S/B,
Model 3 (Cycle),SSSSBBSSBBSS,12,6,S -> B,100.0,S/B,
Model 3 (Cycle),SSSBBSBSSBSB,12,6,B -> B -> S,100.0,S/B,
Model 1,SBBBSSBSSSSB,12,6,S,100.0,S/B,
Model 3 (Cycle),SBSSSBBSSSSB,12,6,B -> B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSBSSSBSB,12,6,S -> S -> B,100.0,S/B,
Model 1,SBBBSBSSBSSS,12,6,S,100.0,S/B,
Model 1,SBSSSSBBBSBB,12,6,S,100.0,S/B,
Model 3 (Cycle),SSBSBBBSSBSS,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),SBSBSSBSBBSS,12,6,S -> B -> S,100.0,S/B,
Model 3 (Cycle),BSBSSBSBBSSS,12,6,B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSSSSSSBB,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),SBBBSBBBSSBS,12,6,B -> S,100.0,S/B,
Model 3 (Cycle),BBBBSBBSBSSB,12,6,S -> B,100.0,S/B,
Model 1,BSBSSSBBSBBS,12,6,S,100.0,S/B,
Model 1,SSBBSBSBBSBS,12,6,B,100.0,S/B,
Model 3 (Cycle),SBSBBSBSBBSB,12,6,S -> B,100.0,S/B,
Model 1,BSSBBBBSBSBS,12,6,B,100.0,S/B,
Model 3 (Cycle),SBSBBBBSBBSB,12,6,S -> S -> B,100.0,S/B,
Model 3 (Cycle),BBSBSBSBSBSS,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),SBSBSBBBSSBS,12,6,S -> B -> B,100.0,S/B,
Model 1,BBBBSBBBBSBB,12,6,B,100.0,S/B,
Model 3 (Cycle),SSSBBSBBBBSB,12,6,B -> S -> B,100.0,S/B,
Model 1,SBBBSSBSSBSS,12,6,S,100.0,S/B,
Model 3 (Cycle),SSBBSBBBSBBB,12,6,S -> B -> S,100.0,S/B,
Model 3 (Cycle),SBBSBBBSBBBS,12,6,B -> B -> S,100.0,S/B,
Model 3 (Cycle),BSSBBBSBSBSB,12,6,S -> B -> B,100.0,S/B,
Model 3 (Cycle),BBBBSBSBBSSS,12,6,S -> B,100.0,S/B,
Model 3 (Cycle),BBSSBSSSBSSB,12,6,S -> B -> S,100.0,S/B,
Model 1,BSBSBBSSSBBS,12,6,S,100.0,S/B,
Model 3 (Cycle),BBBSBBBSSBBS,12,6,S -> B -> B,100.0,S/B,
Model 3 (Cycle),SBSSSSSSSBBS,12,6,S -> B -> B,100.0,S/B,
Model 3 (Cycle),BSSSSBSBBSBS,12,6,B -> S -> S,100.0,S/B,
Model 3 (Cycle),SBSSBBBBBSBB,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BSBBSBBBSBBS,12,6,S -> B -> B,100.0,S/B,
Model 1,BBSBSBSBBSSS,12,6,B,100.0,S/B,
Model 3 (Cycle),BBBBBSBBSSSS,12,6,B -> S -> S,100.0,S/B,
Model 3 (Cycle),SSSBSBSBBSBB,12,6,S -> B -> S,100.0,S/B,
Model 3 (Cycle),BBSSBBSSBSBS,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BSBSBSSSSBSS,12,6,S -> S -> B,100.0,S/B,
Model 1,SSSSBSSSSBBS,12,6,S,100.0,S/B,
Model 3 (Cycle),SSSSBSSBSSBS,12,6,S -> S -> B,100.0,S/B,
Model 1,BSSBBSBBSBSS,12,6,S,100.0,S/B,
Model 3 (Cycle),BSSSSBBBSSSS,12,6,S -> B -> B,100.0,S/B,
Model 3 (Cycle),SBSBBSBBSSBS,12,6,B -> S,100.0,S/B,
Model 3 (Cycle),BBSSBSSBBBBS,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),SSBSBSBBBBBB,12,6,B -> S -> S,100.0,S/B,
Model 3 (Cycle),BSBSBBBBBBBS,12,6,B -> S -> S,100.0,S/B,
Model 1,SBBSSBSBSSSS,12,6,B,100.0,S/B,
Model 3 (Cycle),BSSSBBBBSBSS,12,6,B -> B -> S,100.0,S/B,
Model 3 (Cycle),BBSBBBBSSSSB,12,6,S -> B,100.0,S/B,
Model 3 (Cycle),SBBSSBSBSBSS,12,6,B -> S,100.0,S/B,
Model 3 (Cycle),BSBSSBBBBBSB,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BBBBSBBSSBSB,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BSSSBBBBSBBS,12,6,B -> S -> S,100.0,S/B,
Model 3 (Cycle),BBSSBSBSBBBS,12,6,B -> S -> S,100.0,S/B,
Model 1,SSSSSBBSBBBB,12,6,B,100.0,S/B,
Model 3 (Cycle),SBSBBSBSSSSB,12,6,B -> S,100.0,S/B,
Model 3 (Cycle),BBSSSSSSSBSB,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),SBSSBBSBSBBS,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BBSSBSBBSSSB,12,6,B -> S -> B,100.0,S/B,
Model 3 (Cycle),BSSBBBSSBBSB,12,6,B -> S,100.0,S/B,
Model 3 (Cycle),SSSSBBBSBSSS,12,6,B -> B -> S,100.0,S/B,
Model 3 (Cycle),SSSBSSBBBSSB,12,6,B -> S -> S,100.0,S/B,
Model 3 (Cycle),SBSSSBSSBBSS,12,6,S -> B -> B,100.0,S/B,
Model 3 (Cycle),BSSSBBSBSBSS,12,6,S -> B,100.0,S/B,
Model 1,SBSBSSSSSBBS,12,6,S,100.0,S/B,
Model 3 (Cycle),BBSBSSBSBBSS,12,6,B -> S -> B,100.0,S/B,
Model 1,BSSBSSBSSBBS,12,6,S,100.0,S/B,
Model 3 (Cycle),SSSSBSSBBBBS,12,6,B -> B -> S,100.0,S/B,
Model 1,SSBSBBSSSSSS,12,6,B,100.0,S/B,
Model 3 (Cycle),SBSBBSSSSSSB,12,6,S -> S -> B,100.0,S/B,
Model 3 (Cycle),BBBSSSSBSSBS,12,6,B -> S -> S,100.0,S/B,
Model 3 (Cycle),SBSSSSBBSSSS,12,6,S -> B -> B,100.0,S/B,
Model 3 (Cycle),BSBSSSSSSBSB,12,6,S -> B,100.0,S/B,
Model 1,SSBBBBBSBSBB,12,6,S,100.0,S/B,
Model 2 (Structural),,12,6,B,100.0,S/B,001101100110
Model 2 (Structural),,12,6,S,100.0,S/B,011100100100
Model 2 (Structural),,12,6,S,100.0,S/B,000110111001
Model 2 (Structural),,12,6,B,100.0,S/B,010010011010
Model 2 (Structural),,12,6,B,100.0,S/B,000011011000
Model 2 (Structural),,12,6,B,100.0,S/B,001110101000
Model 2 (Structural),,12,6,S,100.0,S/B,011110000011
Model 3 (Cycle),RGRGGGGGGGGG,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),RRRRGGRGGGRG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),RRGRRGRGRRRG,12,6,R -> G,100.0,R/G,
Model 3 (Cycle),RGRGGGRGRRGR,12,6,R -> R -> G,100.0,R/G,
Model 1,GRGRRRGGGGGG,12,6,G,100.0,R/G,
Model 3 (Cycle),RGGGGGGGGRGG,12,6,G -> R -> G,100.0,R/G,
Model 3 (Cycle),RRGGGGRRGRGG,12,6,R -> G -> R,100.0,R/G,
Model 3 (Cycle),RGGGRRGRGRRG,12,6,R -> G -> G,100.0,R/G,
Model 1,RRRGGRRGGRGG,12,6,G,100.0,R/G,
Model 3 (Cycle),RRRRGGRRRGRG,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),RRGRGRRRGRGG,12,6,R -> G,100.0,R/G,
Model 3 (Cycle),RGGGGGRRGRGR,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),RRGRRRRGGGRR,12,6,G -> R -> G,100.0,R/G,
Model 1,GRGRGRRRRRGR,12,6,G,100.0,R/G,
Model 3 (Cycle),GRRGRRRRGGGG,12,6,G -> R -> R,100.0,R/G,
Model 1,RGGGGGRGRGGR,12,6,R,100.0,R/G,
Model 3 (Cycle),GRGRGGRGGGGG,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),GRRGRGGGGRGR,12,6,G -> R,100.0,R/G,
Model 3 (Cycle),RGRRRGRGRRRR,12,6,R -> G -> G,100.0,R/G,
Model 3 (Cycle),RRRGRGRRRRGR,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),RRGRGRRRRGRR,12,6,R -> R -> G,100.0,R/G,
Model 1,RRGRRGRGGGRG,12,6,G,100.0,R/G,
Model 3 (Cycle),RGRGRGGRRGRG,12,6,R -> G,100.0,R/G,
Model 3 (Cycle),RGGGRGGRRGGG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GGRGRRGGGRRG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGRRRRRGGRR,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GGGRRRRGGGGG,12,6,G -> R,100.0,R/G,
Model 3 (Cycle),GRRGGRRRRGRR,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGGRGRGGGGR,12,6,G -> R -> G,100.0,R/G,
Model 3 (Cycle),RGGRRRGRGRRR,12,6,G -> R -> G,100.0,R/G,
Model 1,RGGRGRRRRRGG,12,6,R,100.0,R/G,
Model 3 (Cycle),GRGRRRRGRRRR,12,6,G -> R,100.0,R/G,
Model 3 (Cycle),RRRGRRRGRGGG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGGRGGRRGRG,12,6,G -> R,100.0,R/G,
Model 1,RRGRGGRRGRRR,12,6,G,100.0,R/G,
Model 3 (Cycle),GGGRRGGGRRRR,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),RRGRRGRRGGGR,12,6,R -> G,100.0,R/G,
Model 3 (Cycle),GGRRRRGRGGGR,12,6,R -> G,100.0,R/G,
Model 3 (Cycle),RRRGGGRRRGGG,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),RRGGGRRRGGGG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GRGRRGRGRRGG,12,6,G -> R -> R,100.0,R/G,
Model 1,GGGGRRGGRGRR,12,6,G,100.0,R/G,
Model 3 (Cycle),GRRGRGRGGRGG,12,6,G -> R,100.0,R/G,
Model 3 (Cycle),RGGGGRGGRGRR,12,6,R -> G,100.0,R/G,
Model 1,RGRRRGRRRGGR,12,6,G,100.0,R/G,
Model 3 (Cycle),RRRGGGRRGGGR,12,6,R -> G,100.0,R/G,
Model 1,GGRRRGGGGGGG,12,6,R,100.0,R/G,
Model 3 (Cycle),GGGGGRGGRGRG,12,6,R -> G -> R,100.0,R/G,
Model 3 (Cycle),GGGRGGGGGGGG,12,6,R -> G -> G,100.0,R/G,
Model 1,RGRRRRGRRRRR,12,6,R,100.0,R/G,
Model 3 (Cycle),GRGGRRGGRGGG,12,6,G -> R -> G,100.0,R/G,
Model 3 (Cycle),GRRGGRGGGGGG,12,6,R -> G -> G,100.0,R/G,
Model 3 (Cycle),GRGGGGGGRRRR,12,6,R -> G -> G,100.0,R/G,
Model 3 (Cycle),GGGRGGRGRGGR,12,6,R -> G -> R,100.0,R/G,
Model 3 (Cycle),GGRGRRGGRGRG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),GRRRRRGRGRGR,12,6,R -> G -> G,100.0,R/G,
Model 3 (Cycle),RRGGGRGGGRGG,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),GRGRRGRRGRRG,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),RGGGGGRGGRRR,12,6,G -> G -> R,100.0,R/G,
Model 3 (Cycle),GRGRGGRRRRGG,12,6,G -> R,100.0,R/G,
Model 3 (Cycle),RRGGRRGRGGRR,12,6,G -> R -> R,100.0,R/G,
Model 3 (Cycle),RRRRRRRGGRRR,12,6,R -> R -> G,100.0,R/G,
Model 3 (Cycle),RGGGRGGGGGGR,12,6,R -> G -> G,100.0,R/G,
Model 2 (Structural),,12,6,G,100.0,R/G,010101101011
Model 2 (Structural),,12,6,R,100.0,R/G,001011001011
Model 2 (Structural),,12,6,G,100.0,R/G,001110010101
Model 2 (Structural),,12,6,R,100.0,R/G,000001100111
Model 2 (Structural),,12,6,R,100.0,R/G,001011110110
Model 2 (Structural),,12,6,G,100.0,R/G,011000111100
Model 2 (Structural),,12,6,G,100.0,R/G,011101100101
Model 2 (Structural),,12,6,R,100.0,R/G,011101101001
Model 1,SBBSBBBSSBBB,12,5,S,100.0,S/B,
Model 1,SSBBBSSBBSSS,12,5,S,100.0,S/B,
Model 1,SBSSBSBBSBSS,12,5,B,100.0,S/B,
Model 3 (Cycle),SBSSBBBSSBSS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SBBBBSBSBBBS,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),BBSBSBBBSBBB,12,5,B -> S,100.0,S/B,
Model 1,SBSBBBBSSSSB,12,5,S,100.0,S/B,
Model 1,SBSSSSSSSSBS,12,5,S,100.0,S/B,
Model 1,SSBSSSBBSBSS,12,5,S,100.0,S/B,
Model 3 (Cycle),SBBSBSSSBSBB,12,5,S -> B,100.0,S/B,
Model 1,BSBSBSBSBSBS,12,5,S,100.0,S/B,
Model 1,SSSBSBSSBSSB,12,5,B,100.0,S/B,
Model 1,SSBSSSSBBSBS,12,5,S,100.0,S/B,
Model 1,SBBSBSSSBBBS,12,5,S,100.0,S/B,
Model 3 (Cycle),SSSSBBSBSBBB,12,5,B -> S,100.0,S/B,
Model 1,BSBSBBBBBBBB,12,5,B,100.0,S/B,
Model 1,BBBBBBBBBBSB,12,5,B,100.0,S/B,
Model 1,BBBSSBSSBSBS,12,5,S,100.0,S/B,
Model 3 (Cycle),BSSSBSSSBBBB,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),SSSSBBSBBSBS,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),BSBBSBSBBBSB,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BBSBSSBBSBBS,12,5,S -> B,100.0,S/B,
Model 1,SSSBBBBBSBSS,12,5,B,100.0,S/B,
Model 1,SSBBBBSBBBSB,12,5,S,100.0,S/B,
Model 1,SSSSSBSBBSBB,12,5,B,100.0,S/B,
Model 1,SSBSBBBSSSBB,12,5,S,100.0,S/B,
Model 1,BSSBBBSBBSSS,12,5,B,100.0,S/B,
Model 3 (Cycle),SBBBSBSSSBBB,12,5,S -> B,100.0,S/B,
Model 1,SBBBSBBSBSBB,12,5,S,100.0,S/B,
Model 1,SBBBBBSSSSBB,12,5,B,100.0,S/B,
Model 3 (Cycle),BSBBBSBSBBSB,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSBSBBSSS,12,5,S -> B,100.0,S/B,
Model 1,BSBSBBSBSBSS,12,5,S,100.0,S/B,
Model 1,SSBSBBBBBBSB,12,5,B,100.0,S/B,
Model 3 (Cycle),BSSBSSBSSSSS,12,5,B -> S,100.0,S/B,
Model 1,BBSBBBSSSBSB,12,5,B,100.0,S/B,
